trail_id,user_id,split,sequence_length,category_sequence,raw_category_sequence,venue_id_sequence,target_next_category,history_categories
2013_2083746,98270,test,2,kuliner > hiburan,Fried Chicken Joint > Multiplex,608 > 18,hiburan,kuliner
2013_2083750,98270,train,2,alam_santai > kuliner,Other Great Outdoors > Fried Chicken Joint,7686 > 608,kuliner,alam_santai
2013_2083751,98270,train,2,belanja > kuliner,Department Store > Seafood Restaurant,7782 > 8633,kuliner,belanja
2013_2083765,98270,validation,2,alam_santai > kuliner,Theme Park > Eastern European Restaurant,5875 > 3130,kuliner,alam_santai
2013_2084456,98313,test,3,belanja > kuliner > belanja,Shopping Mall > Café > Shopping Mall,1 > 1551 > 1,belanja,belanja > kuliner
2013_2084457,98313,train,2,belanja > belanja,Bookstore > Bookstore,313 > 114,belanja,belanja
2013_2084458,98313,train,3,budaya_edukasi > belanja > kuliner,Art Gallery > Shopping Mall > Japanese Restaurant,7361 > 1 > 319,kuliner,budaya_edukasi > belanja
2013_2084459,98313,train,3,kuliner > belanja > belanja,Food Court > Clothing Store > Clothing Store,994 > 377 > 774,belanja,kuliner > belanja
2013_2084460,98313,train,2,kuliner > belanja,Food Court > Clothing Store,994 > 774,belanja,kuliner
2013_2084469,98313,train,2,kuliner > belanja,Japanese Restaurant > Shopping Mall,9966 > 1,belanja,kuliner
2013_2084472,98313,train,3,kuliner > kuliner > belanja,Gaming Cafe > Food Truck > Bookstore,18657 > 10256 > 114,belanja,kuliner > kuliner
2013_2084474,98313,test,2,hiburan > kuliner,Multiplex > American Restaurant,2598 > 3467,kuliner,hiburan
2013_2084475,98313,test,2,belanja > kuliner,Shopping Mall > Burger Joint,23 > 353,kuliner,belanja
2013_2086257,98407,train,3,kuliner > alam_santai > kuliner,Ramen Restaurant > Other Great Outdoors > Indonesian Restaurant,23763 > 1470 > 19958,kuliner,kuliner > alam_santai
2013_2086259,98407,train,2,kuliner > kuliner,Fried Chicken Joint > Burger Joint,2 > 353,kuliner,kuliner
2013_2086264,98407,train,2,kuliner > kuliner,Burger Joint > Fried Chicken Joint,133 > 2,kuliner,kuliner
2013_2086266,98407,train,2,kuliner > kuliner,Burger Joint > Japanese Restaurant,353 > 186,kuliner,kuliner
2013_2086267,98407,validation,2,kuliner > kuliner,Burger Joint > Café,353 > 3001,kuliner,kuliner
2013_2086270,98407,test,2,kuliner > kuliner,Indonesian Restaurant > Ramen Restaurant,253 > 23763,kuliner,kuliner
2013_2088212,98519,train,2,kuliner > belanja,Café > Clothing Store,26613 > 518,belanja,kuliner
2013_2088217,98519,train,2,belanja > belanja,Bookstore > Shopping Mall,6716 > 3202,belanja,belanja
2013_2089615,98600,train,2,kuliner > hiburan,Food Court > Multiplex,898 > 3097,hiburan,kuliner
2013_2089618,98600,train,2,kuliner > hiburan,Donut Shop > Karaoke Bar,1995 > 10726,hiburan,kuliner
2013_2089619,98600,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,258 > 12491,kuliner,belanja
2013_2089628,98600,train,2,belanja > kuliner,Shopping Mall > Fried Chicken Joint,3202 > 102,kuliner,belanja
2013_2089635,98600,test,2,kuliner > kuliner,Bakery > Coffee Shop,112 > 19198,kuliner,kuliner
2013_2089636,98600,train,2,hiburan > kuliner,Multiplex > Café,18 > 14290,kuliner,hiburan
2013_2090722,98662,train,2,belanja > belanja,Shopping Mall > Shopping Mall,23 > 3202,belanja,belanja
2013_2090730,98662,train,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,3202 > 24021,kuliner,belanja
2013_2090734,98662,validation,2,kuliner > kuliner,Café > Ramen Restaurant,29 > 17859,kuliner,kuliner
2013_2091553,98714,train,2,kuliner > kuliner,Café > Pizza Place,574 > 11289,kuliner,kuliner
2013_2091554,98714,validation,2,belanja > hiburan,Shopping Mall > Multiplex,13 > 18,hiburan,belanja
2013_2091555,98714,train,2,religi > belanja,Church > Shopping Mall,5590 > 13,belanja,religi
2013_2095721,98958,test,2,belanja > kuliner,Shopping Mall > Asian Restaurant,6 > 1218,kuliner,belanja
2013_2097640,99064,train,2,kuliner > kuliner,Juice Bar > Bakery,23985 > 21488,kuliner,kuliner
2013_2097641,99064,train,2,alam_santai > kuliner,Park > Bakery,6700 > 466,kuliner,alam_santai
2013_2097647,99064,train,2,alam_santai > religi,Park > Mosque,6700 > 26107,religi,alam_santai
2013_2097650,99064,test,3,belanja > religi > kuliner,Shopping Mall > Mosque > Indonesian Restaurant,3 > 26107 > 3701,kuliner,belanja > religi
2013_2097651,99064,test,2,kuliner > kuliner,Breakfast Spot > Ramen Restaurant,2915 > 2111,kuliner,kuliner
2013_2097655,99064,train,2,belanja > kuliner,Shopping Mall > Fast Food Restaurant,6 > 1550,kuliner,belanja
2013_2097656,99064,test,2,kuliner > kuliner,Steakhouse > Asian Restaurant,28054 > 6960,kuliner,kuliner
2013_2098464,99107,train,2,kuliner > belanja,Breakfast Spot > Shopping Mall,24799 > 4910,belanja,kuliner
2013_209983,8025,train,2,kuliner > alam_santai,Food Court > Other Great Outdoors,1717 > 9892,alam_santai,kuliner
2013_209987,8025,train,2,alam_santai > belanja,Other Great Outdoors > Department Store,9892 > 17509,belanja,alam_santai
2013_209988,8025,train,2,kuliner > kuliner,Steakhouse > Café,5877 > 4590,kuliner,kuliner
2013_209993,8025,train,2,kuliner > alam_santai,Burger Joint > Other Great Outdoors,1110 > 9892,alam_santai,kuliner
2013_209995,8025,train,2,kuliner > alam_santai,Food Truck > Other Great Outdoors,2960 > 9892,alam_santai,kuliner
2013_210001,8025,train,4,belanja > belanja > belanja > kuliner,Shopping Mall > Bookstore > Shopping Mall > Fast Food Restaurant,4910 > 83 > 23 > 12666,kuliner,belanja > belanja > belanja
2013_210002,8025,train,2,belanja > kuliner,Shopping Mall > Fast Food Restaurant,4910 > 12666,kuliner,belanja
2013_210003,8025,test,2,belanja > belanja,Clothing Store > Farmers Market,26086 > 5923,belanja,belanja
2013_210009,8025,train,2,belanja > alam_santai,Clothing Store > Other Great Outdoors,27311 > 9892,alam_santai,belanja
2013_2101735,99275,train,2,belanja > hiburan,Shopping Mall > Nightclub,1 > 4028,hiburan,belanja
2013_2101740,99275,test,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,1 > 11196,kuliner,belanja
2013_2101742,99275,train,4,belanja > belanja > kuliner > belanja,Shopping Mall > Department Store > Ramen Restaurant > Shopping Mall,3202 > 8772 > 25153 > 1,belanja,belanja > belanja > kuliner
2013_2101743,99275,train,2,belanja > belanja,Shopping Mall > Shopping Mall,3202 > 1,belanja,belanja
2013_2101744,99275,test,2,belanja > kuliner,Shopping Mall > Café,13 > 28149,kuliner,belanja
2013_2101745,99275,validation,2,belanja > belanja,Shopping Mall > Shopping Mall,4910 > 1,belanja,belanja
2013_2105191,99481,train,3,belanja > belanja > hiburan,Shopping Mall > Shopping Mall > Multiplex,501 > 13 > 18,hiburan,belanja > belanja
2013_2105192,99481,train,4,belanja > kuliner > hiburan > kuliner,Shopping Mall > Food Court > Arcade > Japanese Restaurant,1 > 8705 > 600 > 11635,kuliner,belanja > kuliner > hiburan
2013_2105193,99481,train,5,alam_santai > alam_santai > kuliner > kuliner > belanja,Theme Park > Theme Park > Dim Sum Restaurant > Japanese Restaurant > Shopping Mall,5875 > 17436 > 17153 > 10995 > 6,belanja,alam_santai > alam_santai > kuliner > kuliner
2013_2105194,99481,test,2,belanja > hiburan,Shopping Mall > Multiplex,6 > 2120,hiburan,belanja
2013_2105195,99481,train,2,kuliner > kuliner,Indonesian Restaurant > French Restaurant,145 > 47,kuliner,kuliner
2013_2105198,99481,train,2,kuliner > hiburan,Indonesian Restaurant > Music Venue,13594 > 3132,hiburan,kuliner
2013_2105204,99481,train,2,hiburan > kuliner,Multiplex > Spanish Restaurant,2120 > 19141,kuliner,hiburan
2013_2105687,99507,test,2,hiburan > kuliner,Arcade > Indonesian Restaurant,9847 > 17193,kuliner,hiburan
2013_2105688,99507,train,2,belanja > hiburan,Shopping Mall > Multiplex,1 > 297,hiburan,belanja
2013_2105692,99507,train,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,13 > 17193,kuliner,belanja
2013_2105693,99507,test,2,belanja > belanja,Shopping Mall > Shopping Mall,6 > 11,belanja,belanja
2013_2105695,99507,train,2,kuliner > kuliner,Restaurant > Ice Cream Shop,449 > 236,kuliner,kuliner
2013_2105696,99507,validation,2,kuliner > kuliner,Coffee Shop > Indonesian Restaurant,8348 > 17193,kuliner,kuliner
2013_2106604,99572,train,2,kuliner > penginapan,Restaurant > Hotel,3362 > 3941,penginapan,kuliner
2013_2106606,99572,test,2,penginapan > kuliner,Hotel > Asian Restaurant,3941 > 640,kuliner,penginapan
2013_2106607,99572,train,4,kuliner > penginapan > penginapan > penginapan,Food Truck > Hotel > Hotel > Hotel,371 > 3941 > 7644 > 3941,penginapan,kuliner > penginapan > penginapan
2013_2106608,99572,train,2,penginapan > hiburan,Hotel > Bar,10963 > 15487,hiburan,penginapan
2013_2106610,99572,train,2,kuliner > penginapan,Asian Restaurant > Hotel,1366 > 3941,penginapan,kuliner
2013_2106615,99572,train,2,kuliner > penginapan,Café > Hotel,10583 > 3941,penginapan,kuliner
2013_2106616,99572,test,2,penginapan > budaya_edukasi,Hotel > Art Gallery,3941 > 19680,budaya_edukasi,penginapan
2013_2106617,99572,train,2,penginapan > budaya_edukasi,Hotel > Art Gallery,3941 > 19680,budaya_edukasi,penginapan
2013_2106618,99572,train,2,penginapan > kuliner,Hotel > Ramen Restaurant,3941 > 1463,kuliner,penginapan
2013_2106621,99572,train,3,kuliner > penginapan > kuliner,BBQ Joint > Hotel > Food Court,13549 > 3941 > 593,kuliner,kuliner > penginapan
2013_2107138,99604,train,2,belanja > belanja,Shopping Mall > Shopping Mall,23 > 3202,belanja,belanja
2013_2107141,99604,train,2,belanja > belanja,Shopping Mall > Shopping Mall,23 > 3202,belanja,belanja
2013_2107143,99604,train,2,belanja > kuliner,Shopping Mall > Food Truck,46 > 3584,kuliner,belanja
2013_2107144,99604,test,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,3202 > 64,kuliner,belanja
2013_2107145,99604,train,2,kuliner > belanja,Steakhouse > Shopping Mall,3555 > 258,belanja,kuliner
2013_2107875,99644,train,5,kuliner > budaya_edukasi > budaya_edukasi > budaya_edukasi > kuliner,Frozen Yogurt Shop > History Museum > Museum > Museum > American Restaurant,155 > 4461 > 2813 > 2814 > 654,kuliner,kuliner > budaya_edukasi > budaya_edukasi > budaya_edukasi
2013_2107876,99644,train,3,kuliner > belanja > kuliner,Asian Restaurant > Shopping Mall > Pizza Place,18750 > 11 > 1733,kuliner,kuliner > belanja
2013_2107877,99644,train,2,budaya_edukasi > kuliner,Performing Arts Venue > Japanese Restaurant,26792 > 4255,kuliner,budaya_edukasi
2013_2108355,99676,train,2,belanja > kuliner,Shopping Mall > Coffee Shop,501 > 6546,kuliner,belanja
2013_2108360,99676,test,2,kuliner > kuliner,Restaurant > Café,14142 > 11515,kuliner,kuliner
2013_2108362,99676,validation,4,belanja > belanja > kuliner > kuliner,Shopping Mall > Shopping Mall > Food Court > Steakhouse,3202 > 23 > 2935 > 12857,kuliner,belanja > belanja > kuliner
2013_2108363,99676,train,2,hiburan > kuliner,Karaoke Bar > Restaurant,18385 > 14142,kuliner,hiburan
2013_2111345,99867,test,4,belanja > belanja > belanja > kuliner,Shopping Mall > Bookstore > Shopping Mall > Japanese Restaurant,11 > 83 > 3202 > 186,kuliner,belanja > belanja > belanja
2013_2111353,99867,train,2,kuliner > belanja,Fried Chicken Joint > Bookstore,15664 > 10686,belanja,kuliner
2013_2111354,99867,train,3,kuliner > belanja > kuliner,Indonesian Restaurant > Shopping Mall > Bakery,543 > 23 > 392,kuliner,kuliner > belanja
2013_2111355,99867,test,2,belanja > hiburan,Shopping Mall > Multiplex,366 > 369,hiburan,belanja
2013_2111357,99867,train,3,belanja > kuliner > hiburan,Shopping Mall > Indonesian Restaurant > Multiplex,3 > 514 > 2598,hiburan,belanja > kuliner
2013_2111361,99867,validation,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,1 > 734,kuliner,belanja
2013_2112555,99938,train,3,kuliner > belanja > belanja,Indonesian Restaurant > Bookstore > Shopping Mall,1294 > 4924 > 3202,belanja,kuliner > belanja
2013_2112561,99938,train,2,alam_santai > hiburan,Park > Arcade,11305 > 3080,hiburan,alam_santai
2013_2112562,99938,validation,2,belanja > kuliner,Shopping Mall > Fast Food Restaurant,3202 > 10498,kuliner,belanja
2013_2112565,99938,test,2,kuliner > penginapan,Indonesian Restaurant > Hotel,14191 > 223,penginapan,kuliner
2013_2112566,99938,train,2,religi > kuliner,Mosque > Indonesian Restaurant,15173 > 13927,kuliner,religi
2013_2112567,99938,train,5,kuliner > belanja > kuliner > kuliner > belanja,Indonesian Restaurant > Shopping Mall > Sushi Restaurant > Indonesian Restaurant > Shopping Mall,14191 > 6 > 13343 > 14191 > 3202,belanja,kuliner > belanja > kuliner > kuliner
2013_2112571,99938,train,4,kuliner > belanja > kuliner > hiburan,Indonesian Restaurant > Shopping Mall > Asian Restaurant > Multiplex,13927 > 1 > 6820 > 297,hiburan,kuliner > belanja > kuliner
2013_2112573,99938,test,2,penginapan > hiburan,Hotel > General Entertainment,4241 > 18102,hiburan,penginapan
2013_2112574,99938,test,2,belanja > hiburan,Shopping Mall > Multiplex,3202 > 3097,hiburan,belanja
2013_2112578,99938,train,2,belanja > kuliner,Shopping Mall > Burger Joint,3202 > 12581,kuliner,belanja
2013_2112588,99938,train,3,kuliner > kuliner > kuliner,Asian Restaurant > Food Truck > Indonesian Restaurant,8100 > 3277 > 1294,kuliner,kuliner > kuliner
2013_2112589,99938,test,2,hiburan > kuliner,Piano Bar > Food Court,4838 > 59,kuliner,hiburan
2013_2112591,99938,test,4,kuliner > hiburan > belanja > belanja,Food Court > Piano Bar > Bookstore > Department Store,59 > 4838 > 114 > 166,belanja,kuliner > hiburan > belanja
2013_2112598,99938,train,2,kuliner > kuliner,Indonesian Restaurant > Food Truck,864 > 7503,kuliner,kuliner
2013_2112599,99938,train,3,religi > belanja > alam_santai,Mosque > Bookstore > Park,3615 > 83 > 11305,alam_santai,religi > belanja
2013_2112609,99938,train,3,kuliner > kuliner > kuliner,Food Truck > Bakery > Ramen Restaurant,3277 > 3225 > 745,kuliner,kuliner > kuliner
2013_2115614,100139,train,3,kuliner > penginapan > kuliner,Food Court > Hotel > Cupcake Shop,612 > 6043 > 5676,kuliner,kuliner > penginapan
2013_2116195,100171,train,2,kuliner > hiburan,Sushi Restaurant > Multiplex,394 > 2120,hiburan,kuliner
2013_2116196,100171,train,2,belanja > hiburan,Shopping Mall > Karaoke Bar,13 > 11381,hiburan,belanja
2013_2116200,100171,validation,2,kuliner > kuliner,Breakfast Spot > Burger Joint,15626 > 353,kuliner,kuliner
2013_2116202,100171,train,3,belanja > hiburan > hiburan,Shopping Mall > Karaoke Bar > Multiplex,6 > 118 > 2120,hiburan,belanja > hiburan
2013_2116203,100171,test,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,23 > 9966,kuliner,belanja
2013_2116204,100171,validation,2,belanja > kuliner,Shopping Mall > Sushi Restaurant,3202 > 394,kuliner,belanja
2013_2116205,100171,train,3,belanja > belanja > kuliner,Shopping Mall > Shopping Mall > Burger Joint,366 > 13 > 353,kuliner,belanja > belanja
2013_2116206,100171,test,3,belanja > kuliner > hiburan,Shopping Mall > Dessert Shop > Multiplex,13 > 284 > 18,hiburan,belanja > kuliner
2013_2116210,100171,test,2,kuliner > belanja,Indonesian Restaurant > Shopping Mall,5509 > 6,belanja,kuliner
2013_2117091,100231,test,2,belanja > kuliner,Shopping Mall > Thai Restaurant,1 > 327,kuliner,belanja
2013_2117092,100231,train,2,belanja > kuliner,Shopping Mall > Thai Restaurant,1 > 327,kuliner,belanja
2013_2117095,100231,train,2,belanja > kuliner,Shopping Mall > Thai Restaurant,1 > 327,kuliner,belanja
2013_2117096,100231,validation,2,belanja > belanja,Bookstore > Shopping Mall,83 > 3202,belanja,belanja
2013_2117097,100231,train,2,belanja > kuliner,Shopping Mall > Dim Sum Restaurant,13 > 5725,kuliner,belanja
2013_2117098,100231,train,2,religi > kuliner,Mosque > Café,4933 > 3658,kuliner,religi
2013_2117099,100231,test,2,belanja > belanja,Shopping Mall > Shopping Mall,23 > 366,belanja,belanja
2013_2117102,100231,train,2,belanja > kuliner,Shopping Mall > Coffee Shop,3202 > 388,kuliner,belanja
2013_2117103,100231,train,2,belanja > belanja,Bookstore > Shopping Mall,1492 > 23,belanja,belanja
2013_2117105,100231,train,2,belanja > kuliner,Shopping Mall > Diner,4910 > 19853,kuliner,belanja
2013_2117107,100231,train,2,belanja > kuliner,Shopping Mall > Asian Restaurant,13 > 3160,kuliner,belanja
2013_2117109,100231,train,2,belanja > kuliner,Shopping Mall > Steakhouse,13 > 950,kuliner,belanja
2013_2117110,100231,test,2,hiburan > kuliner,Multiplex > Café,297 > 14290,kuliner,hiburan
2013_2118233,100273,train,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,3202 > 26654,kuliner,belanja
2013_2119520,100349,train,2,kuliner > hiburan,Donut Shop > Multiplex,1995 > 2120,hiburan,kuliner
2013_2119524,100349,train,2,kuliner > kuliner,Coffee Shop > Café,758 > 1916,kuliner,kuliner
2013_2119525,100349,train,2,kuliner > kuliner,Eastern European Restaurant > Eastern European Restaurant,528 > 528,kuliner,kuliner
2013_2119526,100349,train,2,religi > kuliner,Spiritual Center > Eastern European Restaurant,1884 > 256,kuliner,religi
2013_2119527,100349,train,2,belanja > kuliner,Shopping Mall > Café,1 > 8989,kuliner,belanja
2013_2119530,100349,train,2,hiburan > kuliner,Multiplex > Thai Restaurant,297 > 327,kuliner,hiburan
2013_2119532,100349,train,2,kuliner > hiburan,Asian Restaurant > Karaoke Bar,6820 > 117,hiburan,kuliner
2013_2119534,100349,train,2,kuliner > kuliner,Malay Restaurant > Coffee Shop,637 > 378,kuliner,kuliner
2013_2119535,100349,train,2,kuliner > kuliner,Restaurant > Japanese Restaurant,3927 > 22951,kuliner,kuliner
2013_2119983,100373,test,2,belanja > kuliner,Shopping Mall > Donut Shop,1 > 76,kuliner,belanja
2013_2119988,100373,test,2,penginapan > kuliner,Hotel Pool > Japanese Restaurant,738 > 11887,kuliner,penginapan
2013_2120178,100386,train,3,kuliner > belanja > kuliner,Asian Restaurant > Department Store > Asian Restaurant,6820 > 292 > 921,kuliner,kuliner > belanja
2013_2120182,100386,test,2,belanja > kuliner,Department Store > Middle Eastern Restaurant,10356 > 15418,kuliner,belanja
2013_2120198,100386,train,3,kuliner > belanja > kuliner,Coffee Shop > Bookstore > Coffee Shop,388 > 83 > 763,kuliner,kuliner > belanja
2013_2120203,100386,train,3,kuliner > kuliner > hiburan,Ramen Restaurant > Coffee Shop > Karaoke Bar,11006 > 758 > 7315,hiburan,kuliner > kuliner
2013_2120204,100386,train,2,belanja > kuliner,Shopping Mall > Sushi Restaurant,16850 > 13343,kuliner,belanja
2013_2120205,100386,train,2,kuliner > kuliner,Burger Joint > Coffee Shop,133 > 758,kuliner,kuliner
2013_2120206,100386,train,2,belanja > kuliner,Shopping Mall > Café,3202 > 11992,kuliner,belanja
2013_2120208,100386,train,2,belanja > kuliner,Shopping Mall > Seafood Restaurant,366 > 7658,kuliner,belanja
2013_2120223,100386,test,3,kuliner > kuliner > kuliner,Chinese Restaurant > Breakfast Spot > Coffee Shop,990 > 18415 > 763,kuliner,kuliner > kuliner
2013_2120235,100386,test,6,belanja > belanja > kuliner > kuliner > kuliner > kuliner,Shopping Mall > Department Store > Korean Restaurant > Burger Joint > Coffee Shop > Indonesian Restaurant,13 > 292 > 9805 > 13431 > 378 > 1430,kuliner,belanja > belanja > kuliner > kuliner > kuliner
2013_2120237,100386,train,2,alam_santai > kuliner,Theme Park > Breakfast Spot,5875 > 18415,kuliner,alam_santai
